CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Ratio_Balance_Salary,Ratio_Balance_Age,Ratio_Salary_Age,Engagement_Score,Ratio_Products_Age,Relative_Salary,Ratio_CreditScore_Age,Zero_Balance_HasCrCard,Low_Balance_Active,Active_HasCrCard,Log_Salary
663.0,Germany,Male,50.0,4.0,107556.06,3.0,0.0,0.0,170886.89,1,0.6293991306179192,2151.1212,3417.7378000000003,3.0,0.06,1.4312522327739543,13.26,False,False,0.0,12.048763006440847
684.0,France,Male,35.0,0.0,0.0,2.0,0.0,1.0,183566.78,0,0.0,0.0,5244.765142857143,3.0,0.05714285714285714,1.562117847331804,19.542857142857144,False,True,0.0,12.120339251572242
553.0,France,Female,31.0,8.0,96949.81,2.0,1.0,0.0,123613.81,0,0.7842959455743659,3127.4132258064515,3987.542258064516,3.0,0.06451612903225806,1.0519296507662368,17.838709677419356,False,False,0.0,11.724925638834117
683.0,France,Female,40.0,1.0,0.0,1.0,1.0,0.0,51670.82,0,0.0,0.0,1291.7705,2.0,0.025,0.4397086995167052,17.075,True,False,0.0,10.852667844194862
598.0,Germany,Female,43.0,5.0,107879.03,1.0,1.0,0.0,184980.23,1,0.5831922146491005,2508.8146511627906,4301.865813953488,2.0,0.023255813953488372,1.5492901018126062,13.906976744186046,False,False,0.0,12.128009639453643
656.0,France,Male,29.0,6.0,0.0,2.0,0.0,1.0,92888.52,0,0.0,0.0,3203.0524137931034,3.0,0.06896551724137931,0.7904633665428856,22.620689655172413,False,True,0.0,11.439166108965912
705.0,France,Female,42.0,5.0,0.0,2.0,1.0,0.0,12761.92,0,0.0,0.0,303.8552380952381,3.0,0.047619047619047616,0.10860147461441932,16.785714285714285,True,False,0.0,9.454299370844264
714.0,Spain,Male,31.0,7.0,107571.61,1.0,0.0,0.0,67611.36,0,1.5910286377910459,3470.051935483871,2181.011612903226,1.0,0.03225806451612903,0.5744147285605898,23.032258064516128,False,False,0.0,11.121546085554503
565.0,France,Female,45.0,6.0,0.0,1.0,1.0,0.0,187905.12,1,0.0,0.0,4175.669333333333,2.0,0.022222222222222223,1.5990362829103628,12.555555555555555,True,False,0.0,12.14369775538738
707.0,Spain,Female,32.0,3.0,0.0,2.0,0.0,1.0,170621.43,0,0.0,0.0,5331.9196875,3.0,0.0625,1.4495709360094173,22.09375,False,True,0.0,12.047208382536862
724.0,France,Female,32.0,4.0,0.0,1.0,0.0,0.0,185211.28,0,0.0,0.0,5787.8525,1.0,0.03125,1.5761122247455015,22.625,False,False,0.0,12.129257905691489
607.0,France,Male,39.0,7.0,0.0,2.0,1.0,0.0,172576.43,0,0.0,0.0,4425.036666666667,3.0,0.05128205128205128,1.468592091291288,15.564102564102564,True,False,0.0,12.058601284306961
762.0,Spain,Male,32.0,1.0,0.0,2.0,1.0,1.0,161668.15,0,0.0,0.0,5052.1296875,4.0,0.0625,1.3735053768943963,23.8125,True,True,1.0,11.993307241958277
744.0,France,Male,33.0,5.0,0.0,2.0,1.0,0.0,83052.03,0,0.0,0.0,2516.728181818182,3.0,0.06060606060606061,0.7067567362686016,22.545454545454547,True,False,0.0,11.32723459842167
687.0,Spain,Male,40.0,6.0,0.0,2.0,1.0,1.0,112777.38,0,0.0,0.0,2819.4345000000003,4.0,0.05,0.9581376283582299,17.175,True,True,1.0,11.633179933009027
696.0,France,Male,35.0,4.0,0.0,2.0,0.0,1.0,151481.86,0,0.0,0.0,4328.053142857142,3.0,0.05714285714285714,1.2890813743805807,19.885714285714286,False,True,0.0,11.928227762217746
528.0,France,Female,37.0,5.0,0.0,2.0,1.0,0.0,83478.12,0,0.0,0.0,2256.165405405405,3.0,0.05405405405405406,0.7103826798819809,14.27027027027027,True,False,0.0,11.332351819688522
596.0,France,Female,27.0,8.0,0.0,1.0,1.0,0.0,54776.64,0,0.0,0.0,2028.7644444444445,2.0,0.037037037037037035,0.46613862791987304,22.074074074074073,True,False,0.0,10.911037360472463
558.0,Germany,Male,51.0,2.0,108166.09,2.0,1.0,1.0,19199.61,0,5.633764956684016,2120.903725490196,376.4629411764706,4.0,0.0392156862745098,0.16080510728991054,10.941176470588236,False,False,1.0,9.862697328344524
686.0,France,Male,35.0,1.0,0.0,2.0,1.0,1.0,52319.26,0,0.0,0.0,1494.836,4.0,0.05714285714285714,0.44522679868979,19.6,True,True,1.0,10.865138955537693
678.0,France,Female,32.0,8.0,164852.89,1.0,1.0,1.0,142911.99,0,1.1535273562421182,5151.6528125,4465.9996875,3.0,0.03125,1.2161534356962862,21.1875,False,False,1.0,11.869991262515738
729.0,Germany,Female,42.0,7.0,116465.53,1.0,1.0,0.0,105599.65,1,1.1028969319500586,2772.9888095238093,2514.277380952381,2.0,0.023809523809523808,0.8844431240023626,17.357142857142858,False,False,0.0,11.567419805538385
554.0,France,Female,32.0,7.0,0.0,1.0,1.0,0.0,183682.09,0,0.0,0.0,5740.0653125,2.0,0.03125,1.5630991131631045,17.3125,True,False,0.0,12.12096721470703
581.0,France,Male,35.0,5.0,0.0,2.0,1.0,1.0,72375.03,0,0.0,0.0,2067.858,4.0,0.05714285714285714,0.6158975282138454,16.6,True,True,1.0,11.189630446207536
706.0,France,Male,21.0,4.0,0.0,2.0,1.0,1.0,52314.71,0,0.0,0.0,2491.1766666666667,4.0,0.09523809523809523,0.44518807906848723,33.61904761904762,True,True,1.0,10.865051987356429
628.0,Spain,Male,40.0,2.0,0.0,2.0,1.0,0.0,179866.01,0,0.0,0.0,4496.650250000001,3.0,0.05,1.5281113308684566,15.7,True,False,0.0,12.099973023467156
633.0,France,Female,46.0,5.0,0.0,4.0,1.0,0.0,114775.53,1,0.0,0.0,2495.1202173913043,5.0,0.08695652173913043,0.976717594817357,13.76086956521739,True,False,0.0,11.650742299457674
749.0,France,Female,34.0,3.0,0.0,2.0,1.0,0.0,75927.35,0,0.0,0.0,2233.1573529411767,3.0,0.058823529411764705,0.6461270853888076,22.029411764705884,True,False,0.0,11.23754541142988
582.0,France,Female,36.0,2.0,0.0,2.0,1.0,0.0,177834.79,0,0.0,0.0,4939.855277777778,3.0,0.05555555555555555,1.5133397193953255,16.166666666666668,True,False,0.0,12.088615875393407
642.0,Germany,Male,33.0,5.0,102788.53,2.0,1.0,0.0,145558.42,0,0.7061668435257815,3114.8039393939393,4410.861212121213,3.0,0.06060606060606061,1.2191152499998625,19.454545454545453,False,False,0.0,11.888339667107001
821.0,France,Male,28.0,4.0,0.0,2.0,0.0,1.0,131736.23,0,0.0,0.0,4704.865357142858,3.0,0.07142857142857142,1.1210498763622014,29.321428571428573,False,True,0.0,11.788564535709776
548.0,France,Male,37.0,10.0,0.0,2.0,1.0,0.0,180197.74,0,0.0,0.0,4870.209189189189,3.0,0.05405405405405406,1.5334479675617567,14.81081081081081,True,False,0.0,12.101815631901074
648.0,Germany,Male,38.0,4.0,152799.55,1.0,1.0,1.0,175795.87,0,0.8691873705565437,4021.040789473684,4626.207105263158,3.0,0.02631578947368421,1.4723670812309815,17.05263157894737,False,False,1.0,12.077084459751621
674.0,France,Male,46.0,9.0,0.0,1.0,1.0,0.0,93820.49,1,0.0,0.0,2039.5758695652175,2.0,0.021739130434782608,0.7983942512605771,14.652173913043478,True,False,0.0,11.449149213231506
716.0,France,Male,31.0,4.0,0.0,2.0,1.0,0.0,121866.87,0,0.0,0.0,3931.1893548387097,3.0,0.06451612903225806,1.0370635287357812,23.096774193548388,True,False,0.0,11.710692704024703
654.0,France,Male,33.0,5.0,0.0,2.0,0.0,0.0,171345.02,0,0.0,0.0,5192.273333333333,2.0,0.06060606060606061,1.4581130300015335,19.818181818181817,False,False,0.0,12.051440299720479
720.0,France,Male,29.0,7.0,0.0,2.0,1.0,1.0,114072.91,0,0.0,0.0,3933.5486206896553,4.0,0.06896551724137931,0.970738434307529,24.82758620689655,True,True,1.0,11.644601850632705
721.0,France,Female,32.0,7.0,0.0,2.0,1.0,1.0,135077.01,0,0.0,0.0,4221.1565625,4.0,0.0625,1.149479268989828,22.53125,True,True,1.0,11.813607742380327
749.0,France,Male,32.0,2.0,0.0,2.0,1.0,1.0,115611.97,0,0.0,0.0,3612.8740625,4.0,0.0625,0.9838355376838288,23.40625,True,True,1.0,11.65800342615861
641.0,Germany,Male,32.0,4.0,117271.8,2.0,1.0,1.0,120107.1,0,0.9763935687398996,3664.74375,3753.346875,4.0,0.0625,1.0059493448971106,20.03125,False,False,1.0,11.696147449590681
641.0,Germany,Female,26.0,5.0,98630.31,1.0,1.0,1.0,147040.25,1,0.6707708263553687,3793.4734615384614,5655.3942307692305,3.0,0.038461538461538464,1.231526222521461,24.653846153846153,False,False,1.0,11.898468438641519
652.0,France,Female,50.0,7.0,101675.22,4.0,1.0,1.0,63737.19,1,1.5952259583455122,2033.5044,1274.7438,6.0,0.08,0.5423911779559363,13.04,False,False,1.0,11.062539190956903
741.0,Spain,Male,40.0,1.0,0.0,2.0,1.0,0.0,121138.77,1,0.0,0.0,3028.46925,3.0,0.05,1.0291745897096838,18.525,True,False,0.0,11.70470028190345
583.0,France,Female,36.0,6.0,0.0,2.0,1.0,0.0,126561.07,0,0.0,0.0,3515.585277777778,3.0,0.05555555555555555,1.0770102641905566,16.194444444444443,True,False,0.0,11.74848813874636
662.0,Spain,Male,36.0,5.0,0.0,2.0,1.0,0.0,146636.44,0,0.0,0.0,4073.2344444444443,3.0,0.05555555555555555,1.2457985001291383,18.38888888888889,True,False,0.0,11.895718424641613
592.0,Spain,Male,40.0,8.0,131834.76,1.0,1.0,1.0,142903.44,0,0.9225443418296999,3295.869,3572.5860000000002,3.0,0.025,1.2140835607799418,14.8,False,False,1.0,11.869931434114072
585.0,Spain,Female,47.0,7.0,0.0,2.0,0.0,0.0,90876.95,0,0.0,0.0,1933.5521276595744,2.0,0.0425531914893617,0.7720752631904504,12.446808510638299,False,False,0.0,11.41727267648225
586.0,France,Male,33.0,6.0,0.0,2.0,1.0,1.0,166677.54,0,0.0,0.0,5050.834545454546,4.0,0.06060606060606061,1.4183936765865843,17.757575757575758,True,True,1.0,12.02382232619877
554.0,France,Female,50.0,1.0,0.0,1.0,1.0,0.0,143681.83,1,0.0,0.0,2873.6366,2.0,0.02,1.2227046254245688,11.08,True,False,0.0,11.875363579889935
694.0,Spain,Male,42.0,3.0,141927.1,1.0,1.0,0.0,98820.09,0,1.4362170688166749,3379.2166666666667,2352.8592857142858,2.0,0.023809523809523808,0.8395588429767283,16.523809523809526,False,False,0.0,11.501066322494749
712.0,France,Female,49.0,9.0,146580.69,1.0,1.0,1.0,49865.04,1,2.9395482285785794,2991.4426530612245,1017.6538775510204,3.0,0.02040816326530612,0.42434186044944683,14.53061224489796,False,False,1.0,10.817095488930521
686.0,Germany,Female,59.0,9.0,106088.59,1.0,0.0,0.0,119969.99,1,0.8842927302069459,1798.1116949152542,2033.3896610169493,1.0,0.01694915254237288,1.0048009888492264,11.627118644067796,False,False,0.0,11.695005242537942
756.0,Spain,Male,36.0,7.0,0.0,2.0,0.0,1.0,114448.77,0,0.0,0.0,3179.1325,3.0,0.05555555555555555,0.9723374763300632,21.0,False,True,0.0,11.64789131576751
718.0,France,Female,35.0,1.0,0.0,2.0,1.0,1.0,103557.85,0,0.0,0.0,2958.7957142857144,4.0,0.05714285714285714,0.8812573043788744,20.514285714285716,True,True,1.0,11.547895329130197
589.0,France,Female,48.0,8.0,0.0,1.0,0.0,0.0,90162.35,1,0.0,0.0,1878.3822916666668,1.0,0.020833333333333332,0.767264186321603,12.270833333333334,False,False,0.0,11.409378304190199
684.0,France,Male,40.0,9.0,0.0,1.0,1.0,1.0,138743.86,0,0.0,0.0,3468.5964999999997,3.0,0.025,1.1806834543467244,17.1,True,True,1.0,11.840391985877451
805.0,France,Male,42.0,10.0,0.0,1.0,1.0,1.0,157564.75,0,0.0,0.0,3751.5416666666665,3.0,0.023809523809523808,1.3408455935511527,19.166666666666668,True,True,1.0,11.96759811045297
718.0,France,Female,28.0,10.0,138878.81,1.0,1.0,1.0,110230.4,0,1.2598957274944118,4959.9574999999995,3936.7999999999997,3.0,0.03571428571428571,0.9380394162741411,25.642857142857142,False,False,1.0,11.61033707159339
730.0,France,Male,37.0,5.0,0.0,1.0,1.0,1.0,80130.54,0,0.0,0.0,2165.69027027027,3.0,0.02702702702702703,0.6818954205675722,19.72972972972973,True,True,1.0,11.291424813356938
573.0,France,Male,43.0,9.0,0.0,2.0,1.0,1.0,71173.64,0,0.0,0.0,1655.2009302325582,4.0,0.046511627906976744,0.6056739313266202,13.325581395348838,True,True,1.0,11.172891854177704
699.0,Spain,Male,29.0,5.0,0.0,2.0,1.0,1.0,63737.19,0,0.0,0.0,2197.8341379310345,4.0,0.06896551724137931,0.5415004326649359,24.103448275862068,True,True,1.0,11.062539190956903
582.0,France,Male,42.0,5.0,0.0,2.0,1.0,0.0,131647.31,0,0.0,0.0,3134.4597619047618,3.0,0.047619047619047616,1.1202931843344568,13.857142857142858,True,False,0.0,11.787889327774076
498.0,France,Female,36.0,3.0,0.0,2.0,1.0,0.0,27380.99,0,0.0,0.0,760.5830555555556,3.0,0.05555555555555555,0.2330069370755082,13.833333333333334,True,False,0.0,10.217640776990216
584.0,France,Male,38.0,5.0,0.0,2.0,1.0,0.0,64448.36,0,0.0,0.0,1696.0094736842104,3.0,0.05263157894736842,0.5484430973145857,15.368421052631579,True,False,0.0,11.073635078139596
773.0,France,Female,48.0,8.0,103421.91,1.0,1.0,1.0,102547.02,0,1.0085315984803849,2154.623125,2136.3962500000002,3.0,0.020833333333333332,0.8726553362906484,16.104166666666668,False,False,1.0,11.538086455659329
656.0,France,Male,36.0,1.0,0.0,2.0,1.0,0.0,100995.68,0,0.0,0.0,2805.4355555555553,3.0,0.05555555555555555,0.8594537324858655,18.22222222222222,True,False,0.0,11.522842923995995
572.0,Spain,Female,45.0,2.0,0.0,2.0,1.0,0.0,173495.77,0,0.0,0.0,3855.461555555555,3.0,0.044444444444444446,1.4739908446000867,12.71111111111111,True,False,0.0,12.06391426148106
605.0,Spain,Female,40.0,9.0,137847.41,1.0,1.0,0.0,199661.5,1,0.690405561412691,3446.18525,4991.5375,2.0,0.025,1.6962904802758028,15.125,False,False,0.0,12.204383720098212
653.0,France,Female,39.0,5.0,0.0,2.0,0.0,1.0,180329.83,0,0.0,0.0,4623.841794871794,3.0,0.05128205128205128,1.5345720279524986,16.743589743589745,False,True,0.0,12.102548387363603
689.0,France,Male,40.0,5.0,0.0,1.0,1.0,0.0,138380.11,0,0.0,0.0,3459.5027499999997,2.0,0.025,1.1775880120942266,17.225,True,False,0.0,11.837766824411005
684.0,Spain,Male,51.0,1.0,107787.47,1.0,1.0,0.0,85983.54,1,1.2535826042984508,2113.479803921569,1685.9517647058822,2.0,0.0196078431372549,0.7305016758985267,13.411764705882353,False,False,0.0,11.361922791633681
695.0,Spain,Male,25.0,8.0,0.0,1.0,0.0,1.0,101839.77,0,0.0,0.0,4073.5908,2.0,0.04,0.8652135357316123,27.8,False,True,0.0,11.531165794082517
690.0,France,Male,29.0,6.0,119278.01,2.0,1.0,0.0,133580.75,0,0.8929281352290656,4113.034827586207,4606.232758620689,3.0,0.06896551724137931,1.1367463853479802,23.79310344827586,False,False,0.0,11.802468928957401
659.0,France,Male,33.0,8.0,0.0,2.0,1.0,1.0,73686.75,0,0.0,0.0,2232.931818181818,4.0,0.06060606060606061,0.6270600120941099,19.96969696969697,True,True,1.0,11.207591849979654
586.0,Spain,Female,33.0,6.0,0.0,1.0,0.0,1.0,120853.85,1,0.0,0.0,3662.237878787879,2.0,0.030303030303030304,1.02675395737125,17.757575757575758,False,True,0.0,11.702345517721877
639.0,France,Male,32.0,6.0,0.0,2.0,1.0,0.0,61792.76,0,0.0,0.0,1931.02375,3.0,0.0625,0.5258444541648049,19.96875,True,False,0.0,11.031557667474093
686.0,France,Female,51.0,2.0,0.0,1.0,1.0,1.0,115818.51,1,0.0,0.0,2270.951176470588,3.0,0.0196078431372549,0.9855931531967659,13.450980392156863,True,True,1.0,11.659788310068016
553.0,Germany,Male,45.0,5.0,137864.3,1.0,1.0,0.0,152880.99,1,0.901775295934439,3063.651111111111,3397.355333333333,2.0,0.022222222222222223,1.2804449673476566,12.28888888888889,False,False,0.0,11.937421595574596
684.0,France,Male,55.0,1.0,74896.92,1.0,1.0,0.0,56794.73,1,1.3187301004864358,1361.7621818181817,1032.6314545454545,2.0,0.01818181818181818,0.48331218408576454,12.436363636363636,False,False,0.0,10.947216425827044
752.0,France,Male,32.0,4.0,0.0,2.0,1.0,1.0,91844.14,0,0.0,0.0,2870.129375,4.0,0.0625,0.781575894433845,23.5,True,True,1.0,11.42785917688626
689.0,France,Male,49.0,9.0,0.0,2.0,0.0,0.0,70849.47,0,0.0,0.0,1445.9075510204082,2.0,0.04081632653061224,0.6029153072304217,14.061224489795919,False,False,0.0,11.168326878830063
619.0,France,Female,42.0,6.0,0.0,2.0,0.0,1.0,93820.49,0,0.0,0.0,2233.8211904761906,3.0,0.047619047619047616,0.7983942512605771,14.738095238095237,False,True,0.0,11.449149213231506
683.0,France,Male,30.0,4.0,92887.06,1.0,0.0,0.0,135034.43,0,0.6878768622195095,3096.235333333333,4501.147666666667,1.0,0.03333333333333333,1.1491169214128896,22.766666666666666,False,False,0.0,11.813292467432492
553.0,France,Female,64.0,2.0,0.0,1.0,1.0,1.0,111346.22,0,0.0,0.0,1739.7846875,3.0,0.015625,0.947534828986669,8.640625,True,True,1.0,11.620408706051442
710.0,France,Female,39.0,7.0,0.0,2.0,1.0,0.0,138881.04,0,0.0,0.0,3561.0523076923077,3.0,0.05128205128205128,1.1818508296544843,18.205128205128204,True,False,0.0,11.841380218726387
744.0,Germany,Female,48.0,10.0,170840.08,1.0,1.0,1.0,56787.8,1,3.008394056469875,3559.168333333333,1183.0791666666667,3.0,0.020833333333333332,0.4756225919046263,15.5,False,False,1.0,10.947094402167508
593.0,Germany,Male,45.0,9.0,122789.69,1.0,1.0,0.0,172668.39,1,0.7111301031995491,2728.659777777778,3837.0753333333337,2.0,0.022222222222222223,1.4461730722408486,13.177777777777777,False,False,0.0,12.059134004649902
634.0,France,Male,33.0,2.0,0.0,2.0,1.0,1.0,86927.53,0,0.0,0.0,2634.167575757576,4.0,0.06060606060606061,0.7397364928309513,19.21212121212121,True,True,1.0,11.372841565772534
521.0,Germany,Female,35.0,10.0,151226.98,1.0,1.0,1.0,79881.39,0,1.8931440727308326,4320.7708571428575,2282.3254285714283,3.0,0.02857142857142857,0.6690414799788739,14.885714285714286,False,False,1.0,11.28831070696198
689.0,Spain,Male,34.0,2.0,0.0,2.0,0.0,1.0,55601.44,0,0.0,0.0,1635.3364705882354,3.0,0.058823529411764705,0.4723804707548838,20.264705882352942,False,True,0.0,10.925982364167847
607.0,France,Male,20.0,7.0,97324.91,1.0,1.0,0.0,151581.79,0,0.6420620181355557,4866.2455,7579.0895,2.0,0.05,1.2899317593820712,30.35,False,False,0.0,11.92888722331881
598.0,France,Female,40.0,1.0,0.0,1.0,1.0,0.0,124489.88,1,0.0,0.0,3112.2470000000003,2.0,0.025,1.0593848372793522,14.95,True,False,0.0,11.731987739191718
850.0,France,Female,32.0,8.0,0.0,2.0,1.0,1.0,76510.46,0,0.0,0.0,2390.951875,4.0,0.0625,0.6510892388784404,26.5625,True,True,1.0,11.245195812516709
590.0,France,Male,34.0,10.0,0.0,2.0,0.0,0.0,75664.56,0,0.0,0.0,2225.4282352941177,2.0,0.058823529411764705,0.6438907932388863,17.352941176470587,False,False,0.0,11.234078382137815
757.0,Spain,Male,36.0,9.0,0.0,2.0,1.0,0.0,129892.93,0,0.0,0.0,3608.1369444444445,3.0,0.05555555555555555,1.1035484588372382,21.02777777777778,True,False,0.0,11.77447347331439
651.0,France,Male,34.0,7.0,0.0,1.0,1.0,1.0,74846.67,0,0.0,0.0,2201.3726470588235,3.0,0.029411764705882353,0.6369307072900332,19.147058823529413,True,True,1.0,11.223210260438744
656.0,France,Male,42.0,5.0,0.0,2.0,1.0,0.0,171519.06,0,0.0,0.0,4083.787142857143,3.0,0.047619047619047616,1.45959407679088,15.619047619047619,True,False,0.0,12.052455506677946
703.0,Germany,Male,56.0,8.0,96947.58,1.0,1.0,0.0,123860.83,1,0.7827137925686434,1731.2067857142858,2211.8005357142856,2.0,0.017857142857142856,1.037388470764113,12.553571428571429,False,False,0.0,11.726921949128586
765.0,France,Female,33.0,6.0,0.0,2.0,1.0,0.0,97627.49,0,0.0,0.0,2958.408787878788,3.0,0.06060606060606061,0.830791086051666,23.181818181818183,True,False,0.0,11.488924635542698
703.0,France,Male,34.0,7.0,121558.11,1.0,0.0,1.0,177655.68,0,0.6842343008678361,3575.238529411765,5225.167058823529,2.0,0.029411764705882353,1.511815527885099,20.676470588235293,False,False,0.0,12.087608202768692
712.0,France,Male,43.0,1.0,0.0,2.0,0.0,1.0,48644.94,0,0.0,0.0,1131.2776744186046,3.0,0.046511627906976744,0.4139590450755021,16.558139534883722,False,True,0.0,10.792323630894327
705.0,Spain,Female,38.0,5.0,0.0,1.0,0.0,0.0,141075.51,0,0.0,0.0,3712.5134210526317,1.0,0.02631578947368421,1.1985537753300153,18.55263157894737,False,False,0.0,11.85705764630655
813.0,Spain,Female,32.0,6.0,129729.64,1.0,0.0,1.0,136610.02,0,0.949634880369683,4054.05125,4269.063125,2.0,0.03125,1.160615724294804,25.40625,False,False,0.0,11.824892896364164
757.0,France,Male,38.0,8.0,0.0,2.0,0.0,0.0,152499.8,0,0.0,0.0,4013.152631578947,2.0,0.05263157894736842,1.2977438471957217,19.92105263157895,False,False,0.0,11.934925120917484
755.0,France,Female,41.0,10.0,0.0,2.0,1.0,1.0,68400.14,1,0.0,0.0,1668.2960975609756,4.0,0.04878048780487805,0.5820719819457204,18.414634146341463,True,True,1.0,11.13314477013842
642.0,France,Male,34.0,3.0,125842.9,1.0,1.0,0.0,184980.23,0,0.6803045925502417,3701.2617647058823,5440.595,2.0,0.029411764705882353,1.5741460338659425,18.88235294117647,False,False,0.0,12.128009639453643
447.0,Germany,Male,38.0,4.0,111063.85,1.0,1.0,1.0,56875.76,0,1.9527448951890929,2922.7328947368424,1496.7305263157896,3.0,0.02631578947368421,0.47635929526668525,11.763157894736842,False,False,1.0,10.948642100829408
593.0,France,Female,38.0,9.0,0.0,2.0,1.0,0.0,162599.51,0,0.0,0.0,4278.93447368421,3.0,0.05263157894736842,1.3836904288368852,15.605263157894736,True,False,0.0,11.999051612622294
645.0,France,Male,31.0,2.0,0.0,2.0,1.0,1.0,163550.58,0,0.0,0.0,5275.825161290322,4.0,0.06451612903225806,1.391783850865979,20.806451612903224,True,True,1.0,12.0048836935741
678.0,Spain,Female,52.0,6.0,0.0,1.0,1.0,0.0,174971.64,1,0.0,0.0,3364.839230769231,2.0,0.019230769230769232,1.4865295875782005,13.038461538461538,True,False,0.0,12.07238489782569
679.0,France,Male,31.0,2.0,0.0,2.0,1.0,0.0,164064.44,0,0.0,0.0,5292.40129032258,3.0,0.06451612903225806,1.3961567002291915,21.903225806451612,True,False,0.0,12.008020651607518
682.0,Germany,Female,39.0,2.0,140720.92,2.0,0.0,0.0,134794.02,0,1.0439700514904149,3608.2287179487184,3456.2569230769227,2.0,0.05128205128205128,1.1289587053142405,17.487179487179485,False,False,0.0,11.811510533157733
684.0,Spain,Male,41.0,1.0,118989.92,1.0,1.0,1.0,48640.77,0,2.4463000894105913,2902.193170731707,1186.360243902439,3.0,0.024390243902439025,0.41324379063707756,16.682926829268293,False,False,1.0,10.792237905780587
